Date,Open,High,Low,Close,Adj Close,Volume,SMA_5,EMA_5,MACD,MACD_SIGNAL,MACD_HIST,RSI,BB_UPPER,BB_LOWER,BB_MIDDLE,OBV,ADX,DMP,DMN
2020-08-28,171.15,171.67,169.32,170.09,170.09,57940000,168.98,168.86,4.86,4.29,0.57,70.38,172.22,151.7,161.96,2652848000.0,37.63,32.65,10.89
2020-08-31,170.45,174.75,170.25,172.55,172.55,83718000,170.41,170.09,5.05,4.44,0.61,77.41,173.61,152.0,162.81,2736566000.0,38.91,35.22,10.05
2020-09-01,174.48,175.69,173.35,174.96,174.96,68644000,171.94,171.71,5.34,4.62,0.72,82.5,175.38,152.04,163.71,2805210000.0,40.21,34.94,9.52
2020-09-02,177.35,177.61,174.33,176.57,176.57,78630000,172.83,173.33,5.64,4.83,0.81,85.28,177.34,151.71,164.52,2883840000.0,41.65,36.26,8.99
2020-09-03,174.25,174.42,165.15,168.4,168.4,163222000,172.51,171.69,5.15,4.89,0.26,42.54,177.71,152.05,164.88,2720618000.0,39.87,29.97,21.38
2020-09-04,165.9,169.07,155.56,164.73,164.73,175636000,171.44,169.37,4.42,4.8,-0.38,33.2,177.68,152.72,165.2,2544982000.0,37.78,24.54,30.36
2020-09-08,157.2,162.54,156.5,157.49,157.49,121884000,168.43,165.41,3.22,4.48,-1.26,21.54,177.67,152.74,165.2,2423098000.0,35.83,21.94,27.14
2020-09-09,160.15,165.16,159.25,163.43,163.43,103774000,166.13,164.75,2.71,4.13,-1.41,42.32,177.08,154.26,165.67,2526872000.0,33.49,23.11,24.52
2020-09-10,165.36,167.49,158.53,158.76,158.76,106614000,162.56,162.75,1.91,3.68,-1.77,33.57,177.03,154.37,165.7,2420258000.0,31.34,23.43,21.87
2020-09-11,160.43,160.87,154.2,155.81,155.81,101880000,160.04,160.44,1.03,3.15,-2.12,28.87,177.26,153.92,165.59,2318378000.0,29.67,21.56,25.3
2020-09-14,158.65,159.37,154.8,155.15,155.15,90592000,158.13,158.68,0.28,2.58,-2.3,27.78,177.5,153.46,165.48,2227786000.0,28.12,20.37,23.9
2020-09-15,156.81,158.75,155.45,157.81,157.81,80430000,158.19,158.39,-0.11,2.04,-2.15,39.31,177.59,153.24,165.41,2308216000.0,26.68,19.45,22.82
2020-09-16,159.0,159.36,153.71,153.9,153.9,90244000,156.29,156.89,-0.72,1.49,-2.21,30.4,177.99,151.66,164.83,2217972000.0,25.69,18.07,23.38
2020-09-17,150.46,151.47,148.63,150.44,150.44,128982000,154.62,154.74,-1.47,0.9,-2.36,24.29,178.78,149.62,164.2,2088990000.0,25.65,16.87,28.22
2020-09-18,151.59,151.89,145.28,147.75,147.75,177852000,153.01,152.41,-2.25,0.27,-2.52,20.32,179.58,147.11,163.34,1911138000.0,26.11,15.49,30.06
2020-09-21,145.32,148.1,143.55,148.02,148.02,122358000,151.58,150.95,-2.81,-0.35,-2.47,21.97,180.08,144.99,162.53,2033496000.0,26.76,14.6,30.52
2020-09-22,151.69,156.7,150.01,156.45,156.45,138976000,151.31,152.78,-2.55,-0.79,-1.76,56.21,179.77,144.4,162.09,2172472000.0,25.38,23.51,27.3
2020-09-23,156.02,156.35,149.62,149.99,149.99,113054000,150.53,151.85,-2.83,-1.2,-1.64,39.58,179.48,142.96,161.22,2059418000.0,24.17,21.58,25.53
2020-09-24,148.89,153.46,148.25,150.99,150.99,110588000,150.64,151.56,-2.94,-1.55,-1.4,42.84,178.23,142.1,160.16,2170006000.0,23.28,20.22,25.57
2020-09-25,152.74,155.08,149.95,154.76,154.76,92304000,152.04,152.63,-2.69,-1.78,-0.92,54.46,177.02,141.78,159.4,2262310000.0,22.1,20.92,23.97
2020-09-28,157.44,158.75,155.86,158.7,158.7,84484000,154.18,154.65,-2.15,-1.85,-0.3,64.04,175.76,141.91,158.83,2346794000.0,20.78,24.47,22.77
2020-09-29,158.77,159.41,156.63,157.24,157.24,69916000,154.34,155.52,-1.82,-1.85,0.02,58.37,173.78,142.35,158.07,2276878000.0,19.68,24.45,21.95
2020-09-30,157.06,160.64,156.7,157.44,157.44,97922000,155.83,156.16,-1.53,-1.78,0.26,58.97,170.87,143.52,157.19,2374800000.0,18.9,24.8,20.8
2020-10-01,160.4,161.2,158.6,161.06,161.06,99438000,157.84,157.79,-0.99,-1.62,0.64,69.36,167.02,145.81,156.42,2474238000.0,18.29,24.29,19.74
2020-10-02,157.68,159.79,156.15,156.25,156.25,112262000,158.14,157.28,-0.94,-1.49,0.55,48.84,164.88,146.74,155.81,2361976000.0,17.13,22.66,21.75
2020-10-05,157.29,160.13,157.04,159.96,159.96,75506000,158.39,158.17,-0.59,-1.31,0.71,60.19,163.91,147.23,155.57,2437482000.0,16.13,21.91,20.58
2020-10-06,158.25,159.1,154.5,155.0,155.0,101738000,157.94,157.11,-0.71,-1.19,0.48,43.91,163.74,147.15,155.45,2335744000.0,15.36,20.26,22.54
2020-10-07,156.75,160.0,156.62,159.78,159.78,86188000,158.41,158.0,-0.41,-1.03,0.62,57.7,162.99,147.54,155.26,2421932000.0,14.42,20.1,20.98
2020-10-08,161.25,161.66,158.75,159.53,159.53,63482000,158.1,158.51,-0.2,-0.87,0.67,56.77,163.1,147.5,155.3,2358450000.0,13.65,21.64,20.11
2020-10-09,160.5,164.45,159.89,164.33,164.33,98158000,159.72,160.45,0.36,-0.62,0.98,68.66,164.47,146.99,155.73,2456608000.0,13.58,24.1,18.69
2020-10-12,167.5,174.81,166.98,172.15,172.15,167284000,162.16,164.35,1.41,-0.21,1.63,79.9,167.86,145.29,156.58,2623892000.0,15.21,34.5,16.09
2020-10-13,173.4,174.62,171.21,172.18,172.18,114894000,165.59,166.96,2.23,0.27,1.95,79.94,170.48,144.12,157.3,2738786000.0,16.72,32.9,15.35
2020-10-14,172.35,173.24,167.0,168.19,168.19,116254000,167.27,167.37,2.52,0.72,1.8,62.16,171.91,144.12,158.01,2622532000.0,17.02,30.14,19.72
2020-10-15,164.6,167.79,164.0,166.93,166.93,104468000,168.76,167.22,2.62,1.1,1.52,57.18,172.79,144.88,158.84,2518064000.0,16.6,28.42,22.69
2020-10-16,168.16,169.98,158.0,163.64,163.64,129488000,168.62,166.03,2.4,1.36,1.04,45.25,172.76,146.5,159.63,2388576000.0,15.78,24.16,26.79
2020-10-19,164.98,166.45,159.64,160.36,160.36,104472000,166.26,164.14,1.95,1.48,0.47,35.93,172.24,148.25,160.25,2284104000.0,15.03,22.13,24.54
2020-10-20,161.11,163.3,159.6,160.85,160.85,90194000,163.99,163.04,1.61,1.51,0.1,38.31,172.34,148.6,160.47,2374298000.0,14.33,21.1,23.43
2020-10-21,160.62,161.69,158.0,159.25,159.25,91854000,162.21,161.78,1.19,1.44,-0.25,33.27,171.81,150.05,160.93,2282444000.0,13.99,20.08,24.39
2020-10-22,159.49,159.94,156.1,158.82,158.82,84240000,160.58,160.79,0.82,1.32,-0.5,31.87,171.27,151.37,161.32,2198204000.0,14.05,19.06,25.67
2020-10-23,159.55,160.27,157.0,160.22,160.22,69334000,159.9,160.6,0.63,1.18,-0.55,41.87,171.1,152.09,161.59,2267538000.0,14.02,18.66,24.53
2020-10-26,159.94,164.15,157.66,160.35,160.35,118024000,159.9,160.52,0.49,1.04,-0.55,42.86,171.1,152.25,161.68,2385562000.0,13.04,22.25,22.39
2020-10-27,161.25,164.58,160.57,164.32,164.32,85820000,160.59,161.78,0.69,0.97,-0.28,65.13,171.3,152.76,162.03,2471382000.0,12.18,21.56,21.1
2020-10-28,162.46,163.2,158.12,158.14,158.14,111766000,160.37,160.57,0.34,0.85,-0.5,37.02,171.27,152.86,162.07,2359616000.0,11.8,19.76,22.63
2020-10-29,160.06,162.86,158.2,160.55,160.55,131930000,160.72,160.56,0.26,0.73,-0.47,47.98,171.25,152.83,162.04,2491546000.0,11.44,18.5,21.18
2020-10-30,157.89,158.35,150.95,151.81,151.81,167728000,159.03,157.64,-0.51,0.48,-0.99,26.83,171.76,151.87,161.82,2323818000.0,12.5,16.22,27.86
2020-11-02,153.09,153.99,147.51,150.22,150.22,145148000,157.01,155.17,-1.23,0.14,-1.37,24.4,172.47,150.19,161.33,2178670000.0,14.01,14.89,29.93
2020-11-03,150.93,153.74,149.05,152.42,152.42,97958000,154.63,154.25,-1.6,-0.21,-1.39,34.67,172.69,149.71,161.2,2276628000.0,15.4,14.0,28.13
2020-11-04,158.0,162.24,156.99,162.06,162.06,136780000,155.41,156.86,-1.11,-0.39,-0.72,62.58,172.79,149.84,161.32,2413408000.0,14.62,22.65,24.77
2020-11-05,166.0,168.34,164.44,166.1,166.1,115786000,156.52,159.94,-0.39,-0.39,0.0,69.42,173.27,150.02,161.64,2529194000.0,14.33,28.3,22.89
2020-11-06,165.23,166.1,161.6,165.57,165.57,92946000,159.27,161.81,0.14,-0.28,0.42,67.4,173.4,150.01,161.71,2436248000.0,13.53,26.73,25.12
2020-11-09,161.55,164.45,155.61,157.19,157.19,143808000,160.67,160.27,-0.12,-0.25,0.13,42.78,171.77,150.15,160.96,2292440000.0,13.32,23.62,29.21
2020-11-10,154.75,155.7,150.97,151.75,151.75,131820000,160.53,157.43,-0.75,-0.35,-0.4,33.0,170.16,149.72,159.94,2160620000.0,13.76,21.9,32.5
2020-11-11,153.09,156.96,152.5,156.87,156.87,87338000,159.5,157.24,-0.83,-0.44,-0.38,47.2,168.93,149.81,159.37,2247958000.0,13.93,22.04,30.5
2020-11-12,158.0,158.79,154.3,155.51,155.51,87240000,157.38,156.67,-0.99,-0.55,-0.44,44.11,167.84,149.76,158.8,2160718000.0,13.73,23.06,28.85
2020-11-13,156.1,157.09,154.27,156.44,156.44,75124000,155.55,156.59,-1.03,-0.65,-0.38,47.07,167.25,149.63,158.44,2235842000.0,13.55,22.25,27.88
2020-11-16,154.66,157.13,153.63,156.55,156.55,76174000,155.43,156.58,-1.04,-0.73,-0.31,47.5,167.05,149.45,158.25,2312016000.0,13.49,21.25,27.44
2020-11-17,159.18,159.46,156.76,156.78,156.78,68894000,156.43,156.65,-1.02,-0.79,-0.23,48.55,166.78,149.31,158.05,2380910000.0,12.94,23.52,26.38
2020-11-18,156.7,157.0,155.26,155.27,155.27,58336000,156.11,156.19,-1.11,-0.85,-0.26,41.7,166.65,149.05,157.85,2322574000.0,12.7,22.95,27.84
2020-11-19,155.27,156.25,154.05,155.85,155.85,60206000,156.18,156.08,-1.13,-0.91,-0.22,45.39,166.53,148.87,157.7,2382780000.0,12.71,22.21,28.71
2020-11-20,155.85,156.64,154.9,154.97,154.97,67488000,155.89,155.71,-1.19,-0.96,-0.23,40.51,166.26,148.61,157.44,2315292000.0,12.61,22.22,27.95
2020-11-23,155.84,156.99,153.27,154.92,154.92,94178000,155.56,155.44,-1.24,-1.02,-0.22,40.2,165.95,148.38,157.16,2221114000.0,12.85,20.94,28.86
2020-11-24,155.02,156.71,154.31,155.9,155.9,72042000,155.38,155.6,-1.18,-1.05,-0.13,49.58,164.9,148.59,156.74,2293156000.0,13.07,20.14,27.75
2020-11-25,157.09,159.9,157.01,159.25,159.25,75808000,156.18,156.82,-0.85,-1.01,0.16,69.77,165.01,148.59,156.8,2368964000.0,12.41,23.99,25.96
2020-11-27,160.56,160.81,159.5,159.77,159.77,47858000,156.96,157.8,-0.55,-0.92,0.37,71.92,164.9,148.62,156.76,2416822000.0,11.58,24.9,25.27
2020-11-30,160.42,161.42,156.28,158.4,158.4,81278000,157.65,158.0,-0.41,-0.82,0.41,58.16,164.93,149.25,157.09,2335544000.0,11.55,22.76,28.49
2020-12-01,159.43,162.45,157.86,161.0,161.0,90740000,158.87,159.0,-0.09,-0.67,0.58,71.26,164.98,150.28,157.63,2426284000.0,11.25,22.73,26.32
2020-12-02,161.08,161.6,158.66,160.18,160.18,62586000,159.72,159.39,0.1,-0.52,0.61,63.37,165.04,151.0,158.02,2363698000.0,10.97,21.6,25.0
2020-12-03,160.27,161.43,159.07,159.34,159.34,57840000,159.74,159.37,0.17,-0.38,0.55,55.56,164.68,151.08,157.88,2305858000.0,10.7,20.7,23.96
2020-12-04,159.91,159.91,157.94,158.13,158.13,58272000,159.41,158.96,0.14,-0.28,0.41,45.49,163.15,151.81,157.48,2247586000.0,10.76,19.96,25.16
2020-12-07,157.82,159.04,157.08,157.9,157.9,55026000,159.31,158.61,0.09,-0.2,0.29,43.62,161.4,152.8,157.1,2192560000.0,11.04,19.22,25.84
2020-12-08,157.95,159.21,156.0,158.86,158.86,65726000,158.88,158.69,0.12,-0.14,0.26,53.67,161.55,152.81,157.18,2258286000.0,11.59,18.05,26.33
2020-12-09,158.39,158.72,154.4,155.21,155.21,82016000,157.89,157.53,-0.14,-0.14,-0.0,29.1,161.08,153.63,157.36,2176270000.0,12.49,16.53,27.13
2020-12-10,154.45,157.1,153.8,155.07,155.07,60604000,157.04,156.71,-0.36,-0.18,-0.17,28.5,161.11,153.42,157.27,2115666000.0,13.48,15.49,26.57
2020-12-11,154.83,155.93,153.64,155.82,155.82,61294000,156.57,156.42,-0.46,-0.24,-0.22,37.45,161.1,153.46,157.28,2176960000.0,14.44,14.8,25.69
2020-12-14,157.15,159.52,156.3,157.85,157.85,83116000,156.56,156.89,-0.38,-0.27,-0.11,56.1,161.16,153.54,157.35,2260076000.0,13.91,20.74,23.83
2020-12-15,159.05,159.43,156.52,158.26,158.26,66390000,156.44,157.35,-0.27,-0.27,-0.01,59.16,161.25,153.63,157.44,2326466000.0,13.41,19.55,22.46
2020-12-16,158.8,162.35,158.18,162.05,162.05,88552000,157.81,158.91,0.11,-0.19,0.3,77.45,161.99,153.41,157.7,2415018000.0,12.94,23.68,20.62
2020-12-17,162.5,163.18,161.05,161.8,161.8,69486000,159.16,159.88,0.39,-0.07,0.47,74.75,162.52,153.54,158.03,2345532000.0,12.76,24.34,19.74
2020-12-18,162.2,162.47,158.58,160.08,160.08,119914000,160.01,159.95,0.47,0.03,0.44,57.21,162.7,153.78,158.24,2225618000.0,11.96,22.44,23.15
2020-12-21,160.0,161.35,158.3,160.31,160.31,76736000,160.5,160.07,0.55,0.14,0.41,58.8,162.79,154.22,158.51,2302354000.0,11.31,21.05,22.29
2020-12-22,160.14,161.1,159.0,160.33,160.33,47388000,160.91,160.15,0.6,0.23,0.37,58.95,162.79,154.76,158.78,2349742000.0,10.71,20.13,21.31
2020-12-23,160.25,160.51,159.21,159.26,159.26,41876000,160.36,159.86,0.55,0.29,0.26,46.36,162.74,155.15,158.94,2307866000.0,10.15,19.56,20.71
2020-12-24,159.7,160.1,158.45,158.63,158.63,29038000,159.72,159.45,0.46,0.33,0.13,40.04,162.71,155.12,158.91,2278828000.0,9.92,18.83,21.65
2020-12-28,159.7,165.2,158.63,164.2,164.2,113736000,160.55,161.03,0.82,0.43,0.39,76.09,163.57,154.7,159.13,2392564000.0,10.51,26.95,18.66
2020-12-29,165.5,167.53,164.06,166.1,166.1,97458000,161.7,162.72,1.25,0.59,0.66,80.98,164.87,154.17,159.52,2490022000.0,11.67,29.88,17.3
2020-12-30,167.05,167.1,164.12,164.29,164.29,64186000,162.5,163.25,1.42,0.76,0.67,65.16,165.4,153.97,159.68,2425836000.0,12.74,28.0,16.21
2020-12-31,163.75,164.15,162.06,162.85,162.85,59144000,163.21,163.11,1.43,0.89,0.54,54.51,165.69,153.94,159.82,2366692000.0,12.86,26.64,19.9
2021-01-04,163.5,163.6,157.2,159.33,159.33,88228000,163.35,161.85,1.14,0.94,0.2,36.42,165.69,153.94,159.82,2278464000.0,12.51,23.17,27.19
2021-01-05,158.3,161.17,158.25,160.93,160.93,53110000,162.7,161.54,1.03,0.96,0.07,46.49,165.8,154.11,159.96,2331574000.0,12.19,21.78,25.56
2021-01-06,157.32,159.88,156.56,156.92,156.92,87896000,160.86,160.0,0.6,0.89,-0.28,31.04,165.84,153.98,159.91,2243678000.0,12.37,19.86,26.73
2021-01-07,157.85,160.43,157.75,158.11,158.11,70290000,159.63,159.37,0.36,0.78,-0.42,38.61,165.83,153.91,159.87,2313968000.0,12.33,19.57,24.84
2021-01-08,159.0,159.53,157.11,159.13,159.13,70754000,158.88,159.29,0.25,0.68,-0.42,45.11,165.65,154.48,160.07,2384722000.0,12.49,18.59,24.91
2021-01-11,157.4,157.82,155.5,155.71,155.71,73668000,158.16,158.1,-0.11,0.52,-0.63,31.3,165.57,154.62,160.1,2311054000.0,13.1,17.19,26.37
2021-01-12,156.0,157.11,154.3,156.04,156.04,70292000,157.18,157.41,-0.37,0.34,-0.71,33.75,165.55,154.67,160.11,2381346000.0,14.0,16.19,27.33
2021-01-13,156.42,159.5,156.1,158.29,158.29,66424000,157.46,157.71,-0.39,0.2,-0.58,49.18,165.54,154.72,160.13,2447770000.0,13.84,20.01,25.36
2021-01-14,158.38,158.9,156.03,156.37,156.37,61418000,157.11,157.26,-0.55,0.05,-0.6,39.4,165.63,154.44,160.04,2386352000.0,13.72,18.8,23.98
2021-01-15,156.15,157.13,154.76,155.21,155.21,84880000,156.33,156.58,-0.76,-0.12,-0.65,34.25,165.59,153.8,159.7,2301472000.0,14.0,17.83,25.49
2021-01-19,155.35,157.25,154.8,156.04,156.04,66102000,156.39,156.4,-0.86,-0.26,-0.59,41.09,165.42,153.39,159.41,2367574000.0,14.21,17.14,24.12
2021-01-20,159.1,163.99,158.75,163.17,163.17,106196000,157.82,158.66,-0.35,-0.28,-0.07,72.25,165.79,153.33,159.56,2473770000.0,14.31,27.86,20.3
2021-01-21,164.65,167.43,164.48,165.35,165.35,98722000,159.23,160.89,0.22,-0.18,0.4,76.92,166.53,153.09,159.81,2572492000.0,15.21,32.28,18.6
2021-01-22,165.22,166.1,164.16,164.61,164.61,56438000,160.88,162.13,0.61,-0.02,0.63,71.81,167.06,152.99,160.03,2516054000.0,15.93,31.01,18.52
2021-01-25,166.43,168.19,162.16,164.7,164.7,74996000,162.77,162.99,0.92,0.17,0.75,72.09,167.61,152.99,160.3,2591050000.0,17.05,31.45,16.35
2021-01-26,164.82,166.9,164.14,166.31,166.31,59104000,164.83,164.09,1.27,0.39,0.89,77.19,168.4,152.97,160.68,2650154000.0,18.08,29.74,15.47
2021-01-27,167.07,167.33,160.35,161.63,161.63,93204000,164.52,163.27,1.16,0.54,0.62,46.35,168.12,152.99,160.55,2556950000.0,17.63,25.91,20.48
2021-01-28,161.75,165.08,161.43,161.88,161.88,62984000,163.83,162.81,1.09,0.65,0.43,47.76,167.5,153.19,160.34,2619934000.0,17.21,24.15,19.09
2021-01-29,161.5,161.85,159.23,160.31,160.31,85872000,162.97,161.98,0.89,0.7,0.19,39.66,167.07,153.22,160.14,2534062000.0,16.07,22.94,22.32
2021-02-01,162.12,167.51,161.75,167.14,167.14,83204000,163.45,163.7,1.27,0.81,0.45,68.6,167.85,152.87,160.36,2617266000.0,16.46,30.08,19.45
2021-02-02,169.0,171.39,168.06,169.0,169.0,141972000,163.99,165.47,1.7,0.99,0.71,73.0,169.2,152.48,160.84,2759238000.0,17.55,34.69,17.99
2021-02-03,171.25,171.7,165.43,165.63,165.63,141776000,164.79,165.52,1.75,1.14,0.61,55.38,169.69,152.46,161.08,2617462000.0,17.74,30.98,20.55
2021-02-04,166.5,167.35,163.89,166.55,166.55,73414000,165.73,165.86,1.84,1.28,0.56,58.78,170.27,152.85,161.56,2690876000.0,17.47,29.13,21.98
2021-02-05,165.95,168.85,165.14,167.61,167.61,72416000,167.19,166.44,1.97,1.42,0.55,62.84,170.97,153.1,162.03,2763292000.0,17.54,29.86,20.56
2021-02-08,167.93,168.25,165.2,166.15,166.15,65148000,166.99,166.35,1.94,1.52,0.42,53.71,171.39,153.38,162.39,2698144000.0,17.61,28.24,19.45
2021-02-09,165.62,166.9,164.89,165.25,165.25,44070000,166.24,165.98,1.82,1.58,0.24,48.32,171.4,154.32,162.86,2654074000.0,17.56,27.2,19.3
2021-02-10,165.7,165.9,162.7,164.33,164.33,63032000,165.98,165.43,1.63,1.59,0.04,42.81,171.23,155.32,163.28,2591042000.0,16.81,25.58,22.23
2021-02-11,164.6,164.6,162.4,163.11,163.11,46028000,165.29,164.66,1.37,1.55,-0.18,36.0,171.14,155.89,163.52,2545014000.0,16.01,24.5,21.86
2021-02-12,162.5,164.01,161.67,163.89,163.89,46706000,164.54,164.4,1.21,1.48,-0.27,43.2,170.78,157.01,163.89,2591720000.0,15.03,23.37,22.31
2021-02-16,162.7,165.41,162.68,163.45,163.45,51494000,164.0,164.08,1.04,1.39,-0.36,40.03,169.93,158.68,164.3,2540226000.0,14.55,24.9,21.08
2021-02-17,163.18,166.05,162.98,165.43,165.43,65950000,164.04,164.53,1.05,1.32,-0.28,57.62,168.94,160.6,164.77,2606176000.0,14.3,24.63,19.77
2021-02-18,164.12,166.9,163.7,166.41,166.41,60548000,164.46,165.16,1.12,1.28,-0.16,64.11,169.1,160.78,164.94,2666724000.0,14.31,24.76,18.48
2021-02-19,166.41,166.68,162.29,162.49,162.49,86104000,164.33,164.27,0.85,1.2,-0.34,36.31,169.08,160.51,164.79,2580620000.0,13.78,22.58,19.68
2021-02-22,160.41,161.62,158.61,159.04,159.04,70314000,163.36,162.53,0.36,1.03,-0.67,24.55,169.48,159.55,164.51,2510306000.0,13.51,20.84,25.47
2021-02-23,156.35,160.24,154.68,159.73,159.73,93544000,162.62,161.59,0.02,0.83,-0.81,30.18,169.65,158.88,164.27,2603850000.0,14.25,18.62,30.3
2021-02-24,158.34,158.56,156.27,157.98,157.98,60226000,161.13,160.39,-0.38,0.59,-0.97,24.4,169.8,157.9,163.85,2543624000.0,14.94,17.38,28.28
2021-02-25,156.84,158.91,152.39,152.86,152.86,90676000,158.42,157.88,-1.1,0.25,-1.35,14.35,171.01,155.81,163.41,2452948000.0,16.39,15.31,32.0
2021-02-26,154.76,156.12,151.84,154.65,154.65,85518000,156.85,156.8,-1.51,-0.1,-1.41,27.41,171.55,154.55,163.05,2538466000.0,17.85,14.11,30.52
2021-03-01,156.39,157.48,154.9,157.31,157.31,54582000,156.5,156.97,-1.6,-0.4,-1.2,43.44,171.68,154.11,162.9,2593048000.0,18.65,15.89,28.92
2021-03-02,157.17,158.18,154.36,154.73,154.73,51916000,155.5,156.22,-1.86,-0.69,-1.17,34.27,171.52,153.04,162.28,2541132000.0,19.12,16.06,26.87
2021-03-03,154.06,155.39,149.75,150.25,150.25,79774000,153.96,154.23,-2.4,-1.03,-1.36,23.5,171.43,151.25,161.34,2461358000.0,20.49,14.43,32.41
2021-03-04,150.6,152.91,147.27,148.88,148.88,109632000,153.16,152.45,-2.9,-1.41,-1.49,20.98,171.74,149.26,160.5,2351726000.0,22.18,13.01,33.55
2021-03-05,150.25,150.45,144.05,150.02,150.02,107772000,152.24,151.64,-3.17,-1.76,-1.41,28.94,171.44,147.92,159.68,2459498000.0,24.21,11.62,35.35
2021-03-08,150.75,153.23,147.57,147.6,147.6,83700000,150.3,150.29,-3.54,-2.12,-1.43,22.84,170.96,146.39,158.68,2375798000.0,25.05,15.09,32.07
2021-03-09,150.9,154.55,150.26,153.14,153.14,80600000,149.98,151.24,-3.35,-2.36,-0.99,51.84,170.03,146.02,158.03,2456398000.0,25.37,15.51,28.57
2021-03-10,154.92,155.82,151.5,152.88,152.88,60250000,150.5,151.79,-3.18,-2.53,-0.65,50.72,169.13,145.68,157.41,2396148000.0,25.25,16.47,26.63
2021-03-11,155.2,156.59,154.15,155.68,155.68,55528000,151.86,153.09,-2.79,-2.58,-0.21,61.79,168.28,145.67,156.98,2451676000.0,24.87,16.72,25.05
2021-03-12,153.75,154.95,152.27,154.47,154.47,48438000,152.76,153.55,-2.55,-2.57,0.03,55.12,167.53,145.56,156.54,2403238000.0,24.93,15.79,26.7
2021-03-15,153.73,154.11,151.6,154.08,154.08,58272000,154.05,153.73,-2.36,-2.53,0.17,52.81,166.55,145.56,156.05,2344966000.0,25.12,15.04,26.55
2021-03-16,155.25,156.45,153.79,154.59,154.59,50776000,154.34,154.02,-2.14,-2.45,0.31,55.83,165.56,145.66,155.61,2395742000.0,24.47,18.35,25.34
2021-03-17,153.66,158.65,153.51,156.79,156.79,62372000,155.12,154.94,-1.78,-2.32,0.54,67.14,164.08,146.28,155.18,2458114000.0,23.16,20.48,23.14
2021-03-18,155.05,155.83,151.25,151.4,151.4,72992000,154.27,153.76,-1.9,-2.23,0.34,37.59,161.81,147.04,154.43,2385122000.0,22.52,18.61,24.76
2021-03-19,151.46,153.86,150.83,153.75,153.75,92508000,154.12,153.76,-1.78,-2.14,0.36,49.66,160.38,147.6,153.99,2477630000.0,22.03,17.66,24.2
2021-03-22,153.39,156.33,153.0,155.54,155.54,58044000,154.41,154.35,-1.53,-2.02,0.49,57.52,159.83,147.81,153.82,2535674000.0,20.77,20.87,22.82
2021-03-23,156.35,159.1,156.04,156.88,156.88,76346000,154.87,155.19,-1.21,-1.86,0.65,62.88,159.23,148.11,153.67,2612020000.0,19.75,24.38,21.42
2021-03-24,157.55,158.02,154.26,154.35,154.35,59180000,154.38,154.91,-1.14,-1.72,0.57,48.41,158.71,148.28,153.49,2552840000.0,18.39,22.78,23.12
2021-03-25,153.65,155.49,151.86,152.31,152.31,71270000,154.57,154.05,-1.24,-1.62,0.38,39.26,158.7,148.23,153.47,2481570000.0,17.76,21.33,25.86
2021-03-26,152.2,152.83,149.8,152.6,152.6,66258000,154.34,153.56,-1.28,-1.55,0.27,41.22,158.58,148.15,153.36,2547828000.0,17.67,20.17,28.14
2021-03-29,152.77,154.56,151.42,153.79,153.79,54920000,153.99,153.64,-1.21,-1.48,0.28,49.59,158.09,148.29,153.19,2602748000.0,17.05,22.16,26.53
2021-03-30,153.5,153.65,151.7,152.76,152.76,46752000,153.16,153.35,-1.21,-1.43,0.22,42.99,157.94,148.24,153.09,2555996000.0,16.47,21.3,25.49
2021-03-31,153.2,155.97,153.12,154.7,154.7,61878000,153.23,153.8,-1.05,-1.35,0.3,56.66,158.03,148.6,153.31,2617874000.0,15.37,24.4,23.94
2021-04-01,155.9,158.12,155.78,158.05,158.05,58806000,154.38,155.22,-0.64,-1.21,0.57,71.44,158.46,149.08,153.77,2676680000.0,14.93,26.93,22.38
2021-04-05,158.65,161.8,158.06,161.34,161.34,66698000,156.13,157.26,-0.06,-0.98,0.93,79.86,159.75,148.92,154.34,2743378000.0,15.38,32.03,20.78
2021-04-06,161.19,162.37,160.85,161.19,161.19,50756000,157.61,158.57,0.39,-0.71,1.1,78.58,160.29,149.74,155.02,2692622000.0,15.93,32.19,20.15
2021-04-07,161.69,165.18,161.18,163.97,163.97,66924000,159.85,160.37,0.96,-0.37,1.34,84.52,162.03,149.08,155.56,2759546000.0,17.0,35.22,18.55
2021-04-08,165.54,166.23,164.6,164.96,164.96,56242000,161.9,161.9,1.48,-0.0,1.48,86.23,163.69,148.63,156.16,2815788000.0,18.2,35.72,17.7
2021-04-09,165.24,168.61,164.45,168.61,168.61,86830000,164.01,164.14,2.15,0.43,1.73,90.85,166.08,147.53,156.81,2902618000.0,19.73,37.53,16.22
2021-04-12,167.76,169.75,167.56,168.97,168.97,65636000,165.54,165.75,2.69,0.88,1.81,91.21,168.14,146.93,157.53,2968254000.0,21.34,38.18,15.49
2021-04-13,170.04,171.6,169.78,170.0,170.0,66316000,167.3,167.17,3.16,1.34,1.82,92.31,170.1,146.55,158.33,3034570000.0,23.13,39.95,14.63
2021-04-14,170.2,170.21,166.3,166.65,166.65,62904000,167.84,166.99,3.23,1.71,1.51,61.27,171.11,146.76,158.93,2971666000.0,23.47,36.71,20.68
2021-04-15,168.55,169.85,167.6,168.95,168.95,64672000,168.64,167.65,3.42,2.06,1.37,69.96,172.42,146.66,159.54,3036338000.0,23.79,34.26,19.3
